grill,private entrance,free parking,review_scores_location,resort access,review_scores_rating,bedrooms,beds,pool,host_acceptance_rate,reviews_per_month,minimum_maximum_nights,minimum_minimum_nights,bathrooms,neighbourhood_cleansed_num,accommodates,hot tub,fireplace,price,id,host_is_superhost,prop_Entire condo,prop_Entire guest suite,prop_Entire guesthouse,prop_Entire home,prop_Entire rental unit,prop_Entire townhouse,prop_Hotel,prop_Private room,room_Entire home/apt,room_Private room
0,0,1,4.67,0,5,1,1,0,99,0.5,999,1,1,5,2,0,0,200,49075605,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.36,0,4.91,1,1,0,99,0.51,999,1,1,7,2,0,0,213,49076191,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.62,0,4.79,1,4,0,99,1.14,999,1,1,5,4,0,0,233,49076412,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.64,0,4.73,1,1,0,99,0.43,999,1,1,7,2,0,0,213,49076589,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.87,0,4.97,1,1,0,99,1.52,999,1,1,7,1,0,0,190,49076908,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.67,0,4.83,1,1,0,99,0.28,999,1,1,5,2,0,0,227,49077183,1,0,0,0,0,0,0,1,0,0,1
0,0,1,5,0,5,1,1,0,99,0.51,999,1,1,7,2,0,0,202,49077607,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.86,0,4.86,1,1,0,99,0.28,999,1,1,7,2,0,0,214,49077755,1,0,0,0,0,0,0,1,0,0,1
0,1,1,5,0,5,1,2,0,88,0.54,1125,30,1,8,4,0,1,180,49080062,1,0,0,1,0,0,0,0,0,1,0
1,0,0,4.96,1,4.91,2,3,1,100,4.81,1125,2,2,19,8,0,0,276,49080608,1,0,0,0,0,1,0,0,0,1,0
1,1,1,4.86,0,5,3,3,0,100,0.27,1125,1,3,19,6,0,0,450,49090533,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.39,0,4.38,1,1,1,99,2.39,1125,1,1,15,2,0,0,80,49093668,0,0,0,0,0,0,0,1,0,0,1
0,1,1,4.44,0,4.39,1,1,1,99,2.94,1125,1,1,15,2,0,0,80,49093887,0,0,0,0,0,0,0,1,0,0,1
0,0,1,4.89,0,5,1,1,0,99,1.45,999,1,1,7,2,0,0,190,49094642,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.91,0,5,1,4,0,99,0.44,999,1,1,5,4,0,0,233,49095057,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.74,0,4.93,1,1,0,99,1.11,999,1,1,7,2,0,0,197,49095335,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.89,0,4.94,1,1,0,99,0.71,999,1,1,7,2,0,0,213,49095452,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.7,0,4.89,1,1,0,99,1.05,999,1,1,5,2,0,0,213,49095580,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.67,0,4.92,1,2,0,99,0.47,999,1,1,7,2,0,0,217,49095632,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.92,0,4.95,1,1,0,99,1.44,999,1,1,7,2,0,0,190,49095707,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.68,0,4.91,1,1,0,99,0.86,999,1,1,5,2,0,0,227,49095792,1,0,0,0,0,0,0,1,0,0,1
0,0,1,4.8,0,4.95,3,3,0,81,4.41,1125,2,2,5,8,0,0,188,49101528,1,0,0,0,1,0,0,0,0,1,0
1,1,1,5,0,5,4,7,0,99,1,365,1,2,18,12,0,0,573,49107158,0,0,0,0,0,1,0,0,0,1,0
0,0,1,4.72,0,4.67,2,2,0,94,1.85,1125,1,2.5,28,4,0,0,132,49112348,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.43,0,4.75,4,4,0,100,1.06,2,2,4.5,21,8,0,0,527,49112766,1,0,0,0,0,1,0,0,0,1,0
0,1,1,5,0,5,1,2,0,98,0.07,1125,2,1,8,2,0,0,75,49123790,1,0,1,0,0,0,0,0,0,1,0
0,0,1,4.89,0,4.76,1,2,1,75,1.74,365,2,1,15,4,1,0,136,49125649,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.89,0,4.84,4,4,0,97,1.43,365,2,4.5,21,12,0,1,374,49129787,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.76,0,4.81,4,6,0,97,1.5,365,2,4.5,21,12,1,1,486,49129788,0,0,0,0,1,0,0,0,0,1,0
1,1,0,4.92,0,5,1,2,0,100,4.19,1125,2,1,6,4,0,0,149,49139733,1,0,0,1,0,0,0,0,0,1,0
0,0,0,5,0,5,1,2,1,90,0.16,14,3,1,19,4,1,0,250,49145555,0,0,0,0,0,0,0,0,1,0,1
1,0,1,4.75,0,5,4,6,0,77,0.22,1125,31,2,26,10,0,0,203,49146749,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.84,0,4.96,2,6,1,100,3.34,1125,2,2,19,6,0,1,376,49150535,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.7,0,4.71,2,3,1,100,4.44,1125,2,1,17,6,0,1,156,49159162,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.57,0,4.9,4,11,0,98,3.76,28,2,4,19,12,0,0,225,49168239,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.88,0,4.81,8,22,0,99,1.06,100,2,7,18,16,0,1,696,49173378,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.77,0,4.96,4,10,0,99,1.01,1125,1,4,21,12,0,0,334,49174463,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.16,0,4.72,2,4,0,93,1.74,1125,2,2.5,2,8,0,0,225,49190158,1,0,0,0,0,0,1,0,0,1,0
0,0,1,4.64,0,4.64,2,2,0,100,1.76,1125,1,1,20,6,0,0,125,49191740,0,0,1,0,0,0,0,0,0,1,0
0,1,0,4.85,0,4.96,2,3,0,100,3.96,1125,2,2,13,5,0,0,191,49196864,1,0,0,0,0,0,1,0,0,1,0
1,0,1,4.48,0,4.96,3,4,0,100,1.95,29,2,2.5,21,8,0,0,295,49206812,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.63,0,5,3,5,0,100,0.39,1125,3,2,15,10,0,2,388,49210269,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.78,0,4.78,4,14,0,99,2.54,100,2,3.5,21,12,0,0,251,49210755,1,0,0,0,0,0,1,0,0,1,0
1,0,0,4.93,0,4.82,2,3,1,100,4.29,1125,1,2,19,6,0,0,361,49212853,1,0,0,0,0,1,0,0,0,1,0
0,1,1,4.91,0,5,4,6,0,82,0.44,1125,29,2.5,29,9,0,0,225,49218476,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.77,0,4.9,4,13,0,99,3.08,100,2,4,2,12,0,0,248,49224028,1,0,0,0,0,0,1,0,0,1,0
0,0,0,5,0,5,1,1,0,82,0.67,1125,180,1,29,1,0,0,33,49229256,0,0,0,0,0,0,0,0,1,0,1
0,0,1,4.49,0,4.73,4,4,0,100,1.56,2,2,4.5,21,8,0,0,579,49230794,1,0,0,0,0,1,0,0,0,1,0
0,0,1,4.78,0,4.55,2,4,0,100,3.99,1125,2,1,17,6,0,0,105,49232863,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.9,0,4.95,1,1,0,93,0.81,1125,30,1,7,2,0,0,75,49246537,1,0,0,1,0,0,0,0,0,1,0
0,0,1,5,0,5,1,3,0,25,0.08,365,30,1,6,2,0,0,80,49246979,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.69,0,4.95,5,9,0,99,2.74,1125,3,3.5,21,16,0,0,900,49253797,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.97,0,4.98,3,4,0,99,3.47,1125,1,4,19,10,0,0,324,49257001,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.24,0,4.16,1,1,1,99,5.8,1125,1,1,15,2,0,0,79,49259392,0,0,0,0,0,0,0,1,0,0,1
0,1,0,4.85,0,4.76,3,5,0,99,3.52,90,2,2.5,20,10,0,0,149,49314074,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.51,0,4.65,1,1,1,99,3.75,41,1,1,21,2,0,0,148,49315530,0,1,0,0,0,0,0,0,0,1,0
0,1,1,5,0,5,2,2,0,100,0.23,1125,2,2,18,5,0,0,204,49316443,0,0,0,0,0,0,1,0,0,1,0
0,1,1,4.83,0,4.98,4,7,0,97,2.54,28,2,3.5,5,12,0,0,185,49322706,1,0,0,0,1,0,0,0,0,1,0
0,0,1,4.87,0,5,1,2,0,100,0.87,1125,30,1,19,4,0,0,140,49325008,0,1,0,0,0,0,0,0,0,1,0
1,0,0,4.93,0,4.73,1,2,1,99,1.6,1,1,1,18,4,0,0,170,49339531,0,0,0,0,0,1,0,0,0,1,0
0,0,1,4.84,0,4.71,2,2,0,99,3.57,30,2,1,6,6,0,0,165,49362520,0,0,0,0,1,0,0,0,0,1,0
0,1,1,3.76,0,4.57,3,4,0,98,3.39,1125,2,2,19,9,0,0,144,49362794,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.79,0,5,1,2,0,100,0.75,1125,2,1,20,4,0,0,99,49370348,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.89,0,4.74,8,22,0,99,1.49,100,2,7,18,16,0,0,517,49371079,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.98,0,4.89,3,7,0,100,5.59,365,2,2,17,10,0,0,416,49398440,1,0,0,0,1,0,0,0,0,1,0
0,0,1,4.71,0,4.97,2,4,0,100,1.48,365,2,2,17,8,0,0,201,49416903,1,1,0,0,0,0,0,0,0,1,0
1,0,0,5,1,4.96,2,8,1,100,5,1125,1,2,19,8,0,0,478,49442413,1,0,0,0,0,1,0,0,0,1,0
0,1,1,4.94,0,4.74,3,6,0,100,3.4,1125,1,3,21,10,0,0,162,49445386,0,1,0,0,0,0,0,0,0,1,0
0,1,0,4.92,0,4.97,1,1,0,100,4.56,1125,1,1,6,2,0,0,149,49468223,1,0,0,1,0,0,0,0,0,1,0
0,1,1,4.74,0,4.87,2,2,0,98,2.05,1125,2,1,7,4,0,0,175,49469387,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,1,3,0,0,2.359074492,1125,1,2.5,14,1,0,1,500,49469481,0,0,0,0,0,0,0,0,1,0,1
0,1,0,4.98,0,4.98,4,7,0,100,2.73,1125,2,3,19,12,0,1,437,49476806,1,0,0,0,1,0,0,0,0,1,0
1,0,0,4.95,0,4.86,1,1,1,99,5.1,1125,1,1,19,6,0,0,207,49477311,1,0,0,0,0,1,0,0,0,1,0
1,1,1,4.98,0,4.93,4,9,0,96,5.21,365,1,2,17,11,0,0,408,49483060,1,0,0,0,1,0,0,0,0,1,0
1,0,0,4.98,1,4.92,2,4,1,100,5.91,1125,2,2,19,8,0,0,300,49485615,1,0,0,0,0,1,0,0,0,1,0
0,1,1,5,0,5,1,1,1,80,0.22,1125,2,1,27,2,0,1,150,49494795,0,0,1,0,0,0,0,0,0,1,0
0,1,1,4.67,0,4.83,4,4,0,100,0.94,2,2,4.5,21,8,0,0,474,49501194,1,0,0,0,0,1,0,0,0,1,0
1,1,1,4.87,0,4.7,1,2,1,99,1.24,280,7,1,19,4,0,0,202,49505090,0,0,0,0,0,1,0,0,0,1,0
0,1,1,5,0,4.89,4,4,0,100,2.97,1125,1,2.5,24,8,0,0,341,49513481,0,0,0,0,1,0,0,0,0,1,0
1,0,0,4.97,0,4.89,3,4,1,100,2.55,1125,2,3,19,10,0,0,533,49513826,1,0,0,0,0,1,0,0,0,1,0
0,1,0,4.9,0,4.76,4,2,0,99,18.76,1,1,3,19,10,0,0,563,49516167,0,0,0,0,0,1,0,0,0,1,0
0,1,0,4.95,0,4.8,4,5,0,99,2.21,1,1,3.5,19,10,0,0,502,49516319,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.92,0,4.97,1,4,1,91,1.42,365,2,1,6,6,0,1,332,49535030,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.81,0,4.86,2,6,0,100,3.02,1125,2,2.5,8,8,0,0,158,49547889,0,0,0,0,0,0,1,0,0,1,0
1,1,1,4.83,0,5,1,1,0,100,0.24,1125,30,4,8,1,0,0,38,49548742,0,0,0,0,0,0,0,0,1,0,1
1,1,1,4.63,0,4.88,1,1,0,100,0.33,1125,30,4,7,1,0,0,39,49549317,0,0,0,0,0,0,0,0,1,0,1
1,1,0,4.82,0,4.99,3,5,1,100,3.48,1125,2,3.5,5,10,1,0,699,49550702,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.88,0,4.92,2,5,0,99,3.58,14,2,2.5,8,8,0,1,117,49551963,1,0,0,0,0,0,1,0,0,1,0
1,0,1,4.86,0,5,3,3,0,56,0.48,14,3,2,15,6,0,0,295,49565916,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.34,0,4.38,1,1,0,99,1.25,1125,2,1,5,2,0,0,139,49566659,0,0,0,0,0,1,0,0,0,1,0
0,1,1,5,0,4.92,3,4,0,91,0.61,6,2,2,6,7,0,1,278,49566927,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.9,0,4.9,4,17,1,99,4.33,100,2,4,21,12,0,1,281,49566982,1,0,0,0,1,0,0,0,0,1,0
1,0,1,4.96,0,4.84,1,2,1,100,5.31,1125,1,1,19,5,0,0,248,49568649,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.85,0,4.88,3,4,0,100,2.71,1125,2,2,8,8,0,0,190,49568650,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.44,0,4.89,1,1,0,100,0.36,1125,30,4,7,1,0,0,39,49574212,0,0,0,0,0,0,0,0,1,0,1
1,0,0,4.95,0,4.86,1,2,1,99,5.22,1125,1,1,19,4,0,0,230,49583683,1,0,0,0,0,1,0,0,0,1,0
0,1,1,4.91,0,4.99,1,1,0,100,3.85,1125,1,1,21,2,0,0,96,49584079,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.58,0,4.92,2,2,0,100,0.47,1125,30,1.5,26,6,0,0,125,49585910,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.56,0,4.63,2,2,0,99,1.71,50,2,1.5,5,6,0,0,107,49592174,0,1,0,0,0,0,0,0,0,1,0
1,1,1,4.56,0,5,1,1,0,100,0.37,1125,30,4,8,1,0,0,53,49597921,0,0,0,0,0,0,0,0,1,0,1
1,1,0,4.33,0,4.7,4,7,0,97,2.39,365,2,4,21,12,1,0,369,49615671,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.5,0,5,1,1,0,100,0.25,1125,30,1,21,2,0,0,49,49617841,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.89,0,4.68,4,15,0,99,3.32,100,2,4,17,12,0,0,345,49632572,1,0,0,0,1,0,0,0,0,1,0
0,0,0,4.83,0,4.84,3,6,0,97,2.35,1125,1,3.5,17,10,0,0,230,49633507,0,0,0,0,0,0,1,0,0,1,0
1,0,0,4.33,0,5,1,1,0,99,0.12,1125,1,1,28,2,0,1,30,49633992,0,0,0,0,0,0,0,0,1,0,1
0,0,1,4.71,0,4.9,4,12,0,100,1.8,1125,1,3.5,5,12,0,1,575,49634190,1,0,0,0,1,0,0,0,0,1,0
0,1,1,5,0,5,2,2,0,77,0.23,1125,31,1,7,4,0,0,99,49660142,1,0,0,0,1,0,0,0,0,1,0
0,1,0,4.88,0,4.84,1,1,0,97,1.34,1125,30,1,33,2,0,0,76,49663496,1,0,1,0,0,0,0,0,0,1,0
1,1,1,4.76,0,4.98,4,7,0,99,1.65,1125,2,4,19,12,0,0,366,49676684,1,0,0,0,0,0,1,0,0,1,0
1,1,0,4.88,0,4.82,2,2,0,100,3.05,1125,2,1,27,7,0,0,165,49685401,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.35,0,4.35,3,5,0,91,0.68,1125,1,3,2,10,0,0,154,49687726,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.33,0,4.58,3,3,0,91,0.5,1125,2,3,2,10,0,0,266,49688446,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.3,0,4.2,3,5,0,91,0.84,1125,2,3,2,12,0,0,311,49688666,0,0,0,0,1,0,0,0,0,1,0
0,1,0,3.69,0,3.5,1,1,0,91,0.64,1125,1,1,2,2,0,0,128,49688799,0,0,1,0,0,0,0,0,0,1,0
0,1,1,5,0,5,2,2,0,83,0.47,1125,30,2,16,4,0,0,125,49688886,0,0,0,0,1,0,0,0,0,1,0
0,1,0,3.79,0,3.86,1,1,0,91,0.61,1125,2,1,2,2,0,0,99,49688910,0,0,1,0,0,0,0,0,0,1,0
0,1,0,3.62,0,3.23,1,1,0,91,0.54,1125,2,1,2,4,0,0,89,49689019,0,0,1,0,0,0,0,0,0,1,0
0,0,1,4.87,0,4.96,2,3,0,99,3.33,1125,1,2.5,8,6,0,0,218,49689448,1,1,0,0,0,0,0,0,0,1,0
1,1,0,4.98,0,4.99,2,2,1,100,5.3,1125,1,2,19,6,0,0,388,49710184,1,0,0,0,0,1,0,0,0,1,0
1,1,1,4.88,0,5,1,1,0,100,0.33,1125,30,4,7,1,0,0,38,49713049,0,0,0,0,0,0,0,0,1,0,1
1,0,1,5,0,5,2,2,0,88,0.3,365,30,2,6,2,0,0,117,49726232,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.75,0,4.98,4,9,0,100,2.43,1125,2,3.5,19,12,0,0,376,49726684,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,1,2,0,99,2.359074492,90,30,1,16,2,0,0,55,49732338,0,0,0,1,0,0,0,0,0,1,0
1,1,1,4.78,0,5,4,13,0,99,3.39,1125,2,4,21,12,0,0,307,49735114,1,0,0,0,1,0,0,0,0,1,0
1,1,0,5,0,5,4,8,0,98,1.76,1125,2,3,19,12,0,0,567,49745980,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.86,0,5,3,9,0,98,1.72,1125,2,2.5,19,10,0,0,325,49751855,1,0,0,0,0,0,1,0,0,1,0
1,0,1,4.86,0,5,3,3,0,94,0.29,1125,30,2.5,17,6,1,1,255,49752489,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.4,0,4.57,3,6,0,99,1.38,1125,2,2.5,5,10,0,0,182,49752937,1,0,0,0,0,0,1,0,0,1,0
1,1,0,4.83,0,4.91,1,2,0,100,8.06,7,1,1,2,2,0,0,94,49758606,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4,0,4.67,3,5,0,100,0.24,365,1,2.5,5,10,0,0,232,49769446,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.92,0,4.97,4,8,0,98,1.54,60,2,3,19,12,0,0,492,49770583,1,0,0,0,1,0,0,0,0,1,0
0,0,1,4.87,0,4.85,1,1,1,99,5.79,15,2,1,17,2,0,0,154,49771081,1,1,0,0,0,0,0,0,0,1,0
0,1,0,4.96,0,4.99,2,3,0,100,9.99,29,1,1,34,6,0,0,151,49775621,1,0,0,0,0,1,0,0,0,1,0
0,1,1,5,0,5,6,16,0,98,0.36,1125,2,6,5,16,0,0,635,49775779,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.87,0,5,6,12,0,98,0.65,1125,2,6,5,16,0,0,668,49775860,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.33,0,4.44,3,5,0,100,0.36,365,2,3.5,5,10,0,0,272,49781386,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.11,0,4.33,1,1,1,14,0.36,1125,1,1,31,2,0,0,128,49793809,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.55,0,4.58,4,6,0,99,2.86,90,2,2,8,12,0,1,173,49797253,0,0,0,0,1,0,0,0,0,1,0
1,0,1,5,0,5,1,1,0,97,0.31,1125,30,1,5,2,0,0,120,49797254,0,1,0,0,0,0,0,0,0,1,0
0,1,1,5,0,4.99,1,2,0,100,3.54,1125,2,1,18,3,0,0,119,49809242,1,0,0,1,0,0,0,0,0,1,0
0,1,0,4.95,0,4.98,1,2,0,100,4.51,1125,1,1,18,4,0,0,259,49815530,1,0,0,1,0,0,0,0,0,1,0
0,1,1,4.63,0,4.84,4,11,0,96,0.76,2,2,6,5,12,0,1,363,49837666,0,0,0,0,1,0,0,0,0,1,0
1,1,0,4.84,0,4.92,3,4,0,98,1.01,1125,1,2,12,10,0,0,179,49849595,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.88,0,4.91,3,5,0,99,1.32,1125,2,2.5,5,9,0,0,216,49854154,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.89,0,5,1,1,0,100,0.39,1125,30,4,8,1,0,0,42,49862502,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.78,0,5,4,9,0,100,0.9,1125,3,4,19,12,0,0,934,49865502,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.79,0,5,4,9,0,100,1.7,1125,3,4,19,12,0,0,934,49867640,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.96,0,4.97,3,6,0,100,2.87,28,2,2.5,2,10,0,0,220,49876691,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.88,0,4.93,1,1,1,100,7.41,1125,1,1,17,2,0,0,145,49880977,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.68,0,4.85,4,12,0,100,1.81,59,1,3.5,5,12,0,1,541,49882275,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.33,0,5,4,6,0,100,0.13,365,2,4,2,12,0,0,373,49898377,1,1,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,2,3,0,0,2.359074492,225,2,1,20,6,0,0,182,49899194,0,0,0,0,1,0,0,0,0,1,0
1,0,1,4.67,0,4.67,1,1,0,96,0.53,1125,2,1,5,2,0,1,90,49900608,1,0,0,0,0,0,0,0,1,0,1
0,1,1,4.5,0,4.75,4,6,0,100,0.34,365,2,4,2,12,0,0,373,49904156,1,1,0,0,0,0,0,0,0,1,0
0,1,0,4.97,0,4.97,2,2,0,94,2.26,1125,2,2,5,4,0,0,410,49920654,1,0,0,0,1,0,0,0,0,1,0
0,1,1,5,0,3,2,2,0,97,0.08,1125,30,2,6,4,0,0,141,49922223,0,0,0,0,1,0,0,0,0,1,0
1,0,0,4.95,1,4.88,1,3,1,100,5.16,1125,1,1,19,5,0,0,317,49922494,1,0,0,0,0,1,0,0,0,1,0
1,1,1,4.95,0,4.98,1,2,1,100,5.32,1125,1,1,19,5,0,0,288,49945924,1,0,0,0,0,1,0,0,0,1,0
0,1,1,4.84,0,4.86,4,12,0,99,2.81,1125,2,4,5,12,0,0,290,49947920,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.83,0,4.92,1,2,1,94,2.93,1125,2,1,15,4,0,0,127,49949997,1,0,0,0,0,1,0,0,0,1,0
1,1,1,5,0,5,1,1,0,100,0.49,1125,30,1,15,1,0,0,59,49952363,0,0,0,0,0,0,0,0,1,0,1
1,0,0,4.98,0,4.93,1,2,1,100,4.85,30,2,1,19,4,0,0,180,49960742,1,0,0,0,0,1,0,0,0,1,0
0,0,1,4.5,0,4.33,1,1,0,100,0.25,1125,30,5,21,2,0,0,52,49988965,0,0,0,0,0,0,0,0,1,0,1
0,1,1,3.92,0,4.55,4,7,0,99,2.03,1,2,2,19,8,0,0,140,50008383,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.93,0,4.93,2,4,0,99,5.67,1125,1,2,7,7,0,0,162,50008391,1,0,0,0,0,0,1,0,0,1,0
0,1,0,4.53,0,4.94,1,1,0,91,2.1,1125,1,1,19,2,0,0,292,50010057,0,1,0,0,0,0,0,0,0,1,0
0,0,1,4.5,0,4.6,3,3,0,99,0.41,1125,30,1.5,29,9,0,1,260,50020952,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.59,0,5,4,6,0,100,1.5,1125,2,4,21,12,0,2,719,50026581,1,0,0,0,1,0,0,0,0,1,0
0,1,1,0,0,0,2,2,0,100,2.359074492,90,30,1,19,4,0,0,80,50049565,1,0,0,0,1,0,0,0,0,1,0
1,1,1,5,0,4.93,8,28,0,98,0.62,28,2,8,17,16,0,0,403,50050103,1,0,0,0,1,0,0,0,0,1,0
1,0,0,4.81,0,4.58,2,3,1,99,16.67,1,1,2,18,6,0,0,300,50051904,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.46,0,4.35,1,2,0,99,1.05,14,2,1,14,3,0,0,147,50067110,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.88,0,5,4,5,0,100,1.09,1125,2,4.5,19,12,0,1,884,50070063,1,0,0,0,1,0,0,0,0,1,0
0,1,1,5,0,4.98,2,2,0,98,2.01,1125,1,1.5,17,4,0,1,125,50070673,1,0,0,0,0,0,0,0,1,0,1
1,0,1,5,0,4.97,2,2,0,100,1.34,5,1,2.5,8,6,0,0,296,50086080,1,0,0,0,0,0,1,0,0,1,0
0,1,1,5,0,5,3,3,0,99,0.11,31,31,1,1,6,0,0,127,50087049,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.67,0,4.79,4,9,0,99,1.88,1125,2,4,17,12,0,0,288,50087943,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,1,1,1,9,2.359074492,7,2,1,19,4,1,0,275,50091210,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.5,0,5,3,3,0,100,0.11,1125,30,2,13,6,0,1,96,50098378,0,0,0,0,0,0,1,0,0,1,0
1,1,1,4.86,0,4.86,4,11,0,99,1.63,14,2,3.5,17,12,0,0,198,50103650,1,0,0,0,0,0,1,0,0,1,0
1,1,0,4.92,0,4.91,4,11,0,99,2.8,14,2,3.5,17,12,0,0,198,50104041,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.86,0,5,1,1,0,100,0.29,1125,30,4,8,1,0,0,39,50117988,0,0,0,0,0,0,0,0,1,0,1
1,1,1,4.86,0,4.98,4,6,0,100,2.57,1125,1,4,5,11,0,0,548,50118568,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.91,0,4.87,4,7,0,99,4.11,14,2,4,17,12,0,0,210,50136696,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.5,0,5,8,12,0,100,0.29,365,2,8,2,16,0,0,770,50138513,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.24,0,4.6,1,1,0,99,1,1125,30,1,21,2,0,0,82,50139899,1,0,0,1,0,0,0,0,0,1,0
1,1,1,4.62,0,4.71,4,11,0,100,1.47,46,1,3.5,5,12,0,0,105,50147272,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.59,0,4.79,4,11,0,100,1.23,46,1,3.5,5,12,0,0,105,50147737,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.7,0,4.85,2,2,0,100,1.99,1125,2,2.5,21,8,0,0,203,50154599,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.98,0,4.93,1,2,0,99,5.47,1125,1,1,18,4,0,0,139,50157733,1,1,0,0,0,0,0,0,0,1,0
0,0,1,5,0,5,1,3,0,100,0.31,1125,30,5,21,2,0,0,48,50158141,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.83,0,4.83,3,6,0,97,1.37,1125,2,3,5,10,0,0,456,50158529,1,0,0,0,0,0,1,0,0,1,0
0,0,1,4.53,0,4.76,2,2,0,100,4.07,365,1,1.5,19,4,0,0,180,50164417,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.76,0,4.8,1,2,1,97,2.7,1125,2,1,19,4,0,0,229,50166153,1,1,0,0,0,0,0,0,0,1,0
0,1,1,3.78,0,4.36,5,8,0,99,2.12,1,1,2,19,8,0,0,282,50170822,0,0,0,0,0,1,0,0,0,1,0
0,1,1,3.74,0,4.41,4,8,0,99,2.32,1,2,2,19,8,0,0,135,50170847,0,0,0,0,0,1,0,0,0,1,0
